Orthography,Klattese
muscularity,m^skyUl@rxti
musculature,m^skyUlxCUr
musette,myUzEt
museum,myUzixm
mush,m^S
music,myuzIk
musicale,myuzIk@l
musician,myUzIS|n
musicology,myuzIkalxJi
musk,m^sk
muskellunge,m^skxl^nJ
musket,m^sk|t
musketeer,m^sk|tIr
musketry,m^skxtri
muskmelon,m^skmEl|n
muskrat,m^skr@t
Muslim,m^zlxm
muslin,m^zl|n
muss,m^s
Mussulman,m^sLmxn
must,m^st
mustang,m^st@G
mustard,m^stXd
muster,m^stX
musty,m^sti
mutability,myutxbIl|ti
mutable,myutxbL
mutableness,myutxbLn|s
mutate,myutet
mutation,myuteS|n
mutative,myutetIv
mute,myut
mutilate,myutxlet
mutilation,myutxleS|n
mutilator,myutxletX
mutineer,myutNIr
mutinous,myutN|s
mutiny,myutNi
mutt,m^t
mutter,m^tX
mutton,m^tN
mutual,myuCuL
muumuu,mumu
muzzle,m^zL
my,mY
mycological,mYkxlaJIkL
mycologist,mYkalxJ|st
mycology,mYkalxJi
mynah,mYnx
myopia,mYopix
myriad,mIri|d
myrmidon,mRmxdan
myrrh,mR
myrtle,mRtL
myself,mYsElf
mysterious,mIstIrixs
mystery,mIstXi
mystic,mIstIk
mystical,mIstIkL
mysticism,mIst|sIzM
mystification,mIstxfxkeS|n
mystify,mIstxfY
mystique,mIstik
myth,mIT
mythological,mITxlaJIkL
mythologist,mITalxJ|st
mythology,mITalxJi
n,En
nab,n@b
nabob,nebab
nacelle,nxsEl
nacre,nekX
nadir,nedIr
nag,n@g
naiad,nexd
naif,naif
nail,nel
nainsook,nensUk
naive,naiv
naivete,naivxte
naivety,naivxti
naked,nek|d
name,nem
nameless,nemlxs
nankin,n@nkin
nap,n@p
napalm,nepam
nape,nep
napery,nepxri
naphtha,n@pTx
napkin,n@pk|n
napoleon,nxpolixn
Napoleonic,nxpolianIk
narcissism,nars|sIzM
narcissus,narsIs|s
narcosis,narkos|s
narcotic,narkatIk
narcotize,narkxtYz
nard,nard
nares,n@riz
naris,n@rxs
narrate,n@ret
narration,nEreS|n
narrative,n@rxtIv
narrator,n@retX
narrow,n@ro
narthex,narTEks
narwhal,narhwal
nasal,nezL
nascent,n@sNt
nasopharynx,nezof@rIGks
nasturtium,n|stRSxm
nasty,n@sti
natal,netL
natality,net@lxti
natatorial,netxtoriL
natatorium,netxtorixm
natatory,netxtori
nation,neS|n
national,n@S|nL
nationalism,n@S|nxlIzM
nationalistic,n@S|nxlIstIk
nationality,n@S|n@l|ti
nationalization,n@SnLxzeS|n
nationalize,n@S|nxlYz
nationwide,neS|nwYd
native,netIv
nativity,n|tIvxti
natty,n@ti
natural,n@CXL
naturalist,n@CXLxst
naturalistic,n@CXxlIstIk
naturalization,n@CXLxzeS|n
naturally,n@CXLi
nature,neCX
naught,nct
nausea,nczix
nauseate,ncziet
nautch,ncC
nautical,nctIkL
nautilus,nctLxs
Navajo,n@vxho
naval,nevL
navigability,n@vIgxbIl|ti
navigable,n@vIgxbL
navigate,n@vxget
navigation,n@vxgeS|n
navigator,n@vxgetX
navy,nevi
nay,ne
nazi,natsi
Nazism,natsIzM
Neanderthal,ni@ndXTcl
neap,nip
near,nIr
nearby,nIrbY
nearsighted,nIrsYt|d
neat,nit
neath,niT
neatherd,nithRd
neb,nEb
nebula,nEbyUlx
nebulosity,nEbyUlas|ti
nebulous,nEbyUlxs
necessarily,nEs|sErxli
necessary,nEs|sEri
necessitate,nIsEsxtet
necessitous,nIsEs|t|s
necessity,nIsEs|ti
neck,nEk
neckband,nEkb@nd
neckerchief,nEkXCxf
necklace,nEklxs
necrology,nxkralxJi
necromancy,nEkrxm@nsi
necropolis,nxkrapLxs
necrosis,nxkros|s
nectar,nEktX
nectarine,nEktXin
needle,nidL
needless,nidlxs
needlewoman,nidLwUmxn
needs,nidz
needy,nidi
nefarious,nIf@rixs
negate,nIget
negation,nIgeS|n
negative,nEg|tIv
neglect,nxglEkt
neglige,nEglxZe
negligent,nEglIJ|nt
negligible,nEglIJ|bL
negotiant,nIgoSixnt
negotiate,nIgoSiet
negotiation,n|goSieS|n
Negro,nigro
negus,nigxs
neighbor,nebX
neighboring,nebXIG
neither,niDX
nelson,nEls|n
nemesis,nEmxs|s
neoclassic,niokl@sIk
neodymium,niodImixm
neologism,nialxJIzM
neon,nian
neonatal,nionetL
neonate,nixnet
neophyte,nixfYt
neoplasm,nixpl@zM
neoplastic,niopl@stIk
neoteny,nixtini
nepenthe,nxpEnTi
nephew,nEfyu
nephritis,nIfrYt|s
nepotism,nEpxtIzM
Neptune,nEptun
Neptunian,nEptunixn
neptunium,nEptunixm
Nereid,nIrixd
nerve,nRv
nervous,nRvxs
nest,nEst
nestle,nEsL
nestling,nEslIG
net,nEt
nether,nEDX
netting,nEtIG
nettle,nEtL
network,nEtwRk
neural,nUrL
neuralgia,nUr@lJx
neurasthenia,nUrxsTinix
neuritis,nUrYt|s
neurological,nUrxlaJIkL
neurologist,nUralxJ|st
neurology,nyUralxJi
neuron,nUran
neurosis,nUros|s
neurotic,nUratIk
neuter,nutX
neutral,nutrL
neutrality,nutr@l|ti
neutralization,nutrLxzeS|n
neutralize,nutrxlYz
neutrino,nutrino
neutron,nutran
never,nEvX
nevermore,nEvXmor
nevertheless,nEvXDxlEs
nevus,nivxs
newel,nuL
newfangled,nuf@GgLd
newfound,nufWnd
newly,nuli
newness,nyun|s
news,nuz
newsprint,nuzprInt
newsy,nuzi
newt,nut
next,nEkst
nexus,nEks|s
niacin,nYxs|n
nib,nIb
nibble,nIbL
nicety,nYs|ti
niche,nIC
nick,nIk
nickel,nIkL
nickelodeon,nIkxlodixn
nicker,nIkX
nickname,nIknem
nicotine,nIk|tin
niece,nis
nifty,nIfti
Nigerian,nYJIrixn
niggard,nIgXd
niggling,nIglIG
nigh,nY
nightcap,nYtk@p
nightingale,nYtNgel
nightly,nYtli
nighttime,nYttYm
nil,nIl
nimble,nImbL
nimbus,nImbxs
Nimrod,nImrad
nincompoop,nInkxmpup
nine,nYn
ninepins,nYnpInz
nineteen,nYntin
ninety,nYnti
ninny,nIni
ninth,nYnT
niobium,nYobixm
nip,nIp
nipper,nIpX
nipple,nIpL
nippy,nIpi
nirvana,nXvanx
nisei,nise
niter,nYtX
nitrate,nYtret
nitric,nYtrIk
nitrogen,nYtrxJ|n
nitrogenous,nYtraJ|n|s
nitroglycerine,nYtroglIsXxn
nitrous,nYtrxs
nitwit,nItwIt
nix,nIks
nobelium,nobElixm
nobility,nobIl|ti
noble,nobL
nobleman,nobLmxn
nobody,nob^di
nocturnal,naktRnL
nocturne,naktRn
nocuous,nakyUxs
nod,nad
noddle,nadL
noddy,nadi
node,nod
nodular,naJUlX
nodule,naJul
nodulose,naJxlos
noel,noEl
noggin,nag|n
noise,nOz
noisome,nOsxm
noisy,nOzi
nomad,nom@d
nomadic,nom@dIk
nomenclature,nomxnkleCX
nominal,namxnL
nominate,namxnet
nomination,namxneS|n
nominative,namxn|tIv
nominee,namxni
nonage,nanIJ
nonagenarian,non|JxnErixn
nonce,nans
nonchalant,nanSxlant
noncombatant,nankxmb@tNt
noncommittal,nankxmItL
nonconductor,nank|nd^ktX
nonconformist,nank|nform|st
noncontributory,nank|ntrIbyutor
noncooperation,nankoapXeS|n
nondescript,nandIskrIpt
none,n^n
nonentity,nanEnt|ti
nones,nonz
nonesuch,n^ns^C
nonetheless,n^nDxlEs
nonintervention,nanIntXvEnC|n
nonmetal,nanmEtL
nonmetallic,nanmxt@lIk
nonpareil,nanpxrEl
nonpartisan,nanpart|z|n
nonplus,nanpl^s
nonprofit,nanprafxt
nonresident,nanrEz|d|nt
nonresistance,nanrIzIst|ns
nonrestrictive,nanrIstrIktIv
nonscheduled,nanskEJuld
nonsense,nansEns
nonsensical,nansEnsIkL
nonskid,nanskId
nonstop,nanstap
nonsupport,nansxport
nonunion,nanyunyxn
noodle,nudL
nook,nUk
noon,nun
noontide,nuntYd
noose,nus
nor,nor
Nordic,nordIk
norm,norm
normal,normL
normality,norm@l|ti
normalize,normxlYz
normally,normLi
Norse,nors
north,norT
northeast,norTist
norther,norDX
northerly,norDXli
northward,norTwXd
northwest,norTwEst
Norwegian,norwiJ|n
nose,noz
nosegay,nozge
nostalgia,nxst@lJx
nostril,nastrL
nostrum,nastrxm
nosy,nozi
notability,notxbIl|ti
notable,notxbL
notarial,notEriL
notarize,notXYz
notation,noteS|n
notch,naC
note,not
noted,not|d
noteworthy,notwRDi
nothing,n^TIG
notice,not|s
notification,not|fxkeS|n
notify,notxfY
notion,noS|n
notional,noSnL
notoriety,notXYxti
notorious,notorixs
notoriously,notori|sli
notwithstanding,natwITst@ndIG
nougat,nug|t
noun,nWn
nourish,nRIS
nova,novx
novel,navL
novelette,navxlEt
novelization,navLxzeS|n
novelize,navxlYz
novelty,navLti
November,novEmbX
novena,novinx
novice,navxs
novitiate,novIS|t
now,nW
nowadays,nWxdez
noway,nowe
nowise,nowYz
noxious,nakS|s
nozzle,nazL
nth,EnT
nuance,nuans
nub,n^b
nubbin,n^b|n
nubble,n^bL
nubile,nubYl
nuclear,nukliX
nucleus,nuklixs
nude,nud
nudge,n^J
nudism,nudIzM
nudist,nud|st
nudity,nud|ti
nugatory,nugxtori
nugget,n^g|t
nuisance,nusNs
null,n^l
nullification,n^lxfxkeS|n
nullify,n^lxfY
nullity,n^lxti
numb,n^m
number,n^mbX
numbly,n^mli
numerable,numXxbL
numeral,numXL
numerate,numXet
numerical,numErIkL
numerology,numXalxJi
numerous,numXxs
numismatics,numxzm@tIks
numismatist,numIzmxt|st
numskull,n^msk^l
nuncio,n^nsio
nuptial,n^pSL
nurse,nRs
nursery,nRsXi
nursling,nRslIG
nurture,nRCX
nut,n^t
nuthatch,n^th@C
nutria,nutrix
nutrient,nutrixnt
nutrition,nutrIS|n
nutritive,nutrxtIv
nuts,n^ts
nutshell,n^tSEl
nutty,n^ti
nuzzle,n^zL
nylon,nYlan
nymph,nImf
o,o
oaf,of
oafish,ofIS
oak,ok
oaken,ok|n
oakum,okM
oar,or
oarsman,orzmxn
oasis,oes|s
oat,ot
oath,oT
oatmeal,otmil
obbligato,ablxgato
obdurate,abdyUr|t
obedient,obidixnt
obeisance,obesNs
obelisk,abxlIsk
obese,obis
obey,obe
obfuscate,abfxsket
obfuscation,abf^skeS|n
obi,obi
obit,obIt
obituary,xbICuEri
object,abJEkt
objectify,xbJEkt|fY
objective,xbJEktIv
objectivity,abJEktIvxti
objurgate,abJXget
objurgation,abJXgeS|n
oblate,ablet
oblation,xbleS|n
obligate,ablIgxt
obligation,abl|geS|n
obligatory,xblIg|tori
oblige,xblYJ
oblique,oblik
obliterate,xblItXet
oblivion,xblIvixn
oblong,ablcG
obloquy,ablxkwi
obnoxious,abnakS|s
oboe,obo
obscene,xbsin
obscurantism,abskyUrxntIzM
obscure,abskyUr
obsequious,xbsikwixs
obsequy,absxkwi
observable,xbzRvxbL
observation,absXveS|n
observatory,xbzRvxtori
observe,xbzRv
obsess,xbsEs
obsession,absES|n
obsidian,xbsIdixn
obsolescent,absxlEsNt
obsolete,absxlit
obstacle,abstIkL
obstetrician,abst|trIS|n
obstetrics,xbstEtrIks
obstinate,abst|n|t
obstreperous,xbstrEpXxs
obstruct,xbstr^kt
obtain,xbten
obtrude,xbtrud
obtuse,xbtus
obverse,abvXs
obviate,abviet
obviation,abvieS|n
obvious,abvixs
ocarina,akxrinx
occasion,xkeZ|n
occasional,xkeZ|nL
occidental,aksxdEntL
occlude,xklud
occult,xk^lt
occupancy,akyupxnsi
occupation,akyupeS|n
occupy,akyupY
occur,xkR
occurrence,xkRxns
ocean,oS|n
oceangoing,oS|ngoIG
oceanic,oSi@nIk
ocelot,asxlat
ochre,okX
octagon,akt|gan
octagonal,akt@g|nL
octave,aktIv
octavo,aktevo
octet,aktEt
October,aktobX
octogenarian,akt|J|nErixn
octopus,aktxpUs
octoroon,aktxrun
octosyllabic,akt|sxl@bIk
ocular,akyUlX
odd,ad
oddity,ad|ti
odds,adz
ode,od
odious,odixs
odometer,odamxtX
odor,odX
odorous,odXxs
odyssey,ad|si
of,xv
off,cf
offbeat,cfbit
offend,xfEnd
offense,xfEns
offensive,xfEnsIv
offer,cfX
offering,cfXIG
offertory,cfXtori
offhand,cfh@nd
office,cfxs
officer,cfxsX
official,xfISL
officiant,xfISixnt
officiate,xfISiet
officious,xfIS|s
offing,cfIG
offish,cfIS
offset,cfsEt
offshoot,cfSut
oft,cft
often,cfxn
ogle,ogL
ogre,ogX
ohm,om
ohmic,omIk
oil,Ol
ointment,Ontmxnt
okay,oke
okra,okrx
old,old
olden,old|n
oldster,oldstX
oleaginous,oli@J|n|s
oleander,oli@ndX
oleo,olio
oleomargarine,oliomarJXxn
olfactory,olf@ktXi
oligarchic,alxgarkIk
oligarchy,alxgarki
olive,alIv
omelette,amL|t
omen,omxn
ominous,amxn|s
omit,omIt
omnibus,amnIb^s
omnipotent,amnIpxt|nt
omnipresent,amnIprEzNt
omniscient,amnIS|nt
omnivorous,amnIvXxs
once,w^ns
oncoming,cnk^mIG
one,w^n
oneness,w^n|s
onerous,onXxs
oneself,w^nsElf
ongoing,cngoIG
onion,^nyxn
onlooker,cnlUkX
only,onli
onrush,cnr^S
onslaught,anslct
onto,cntu
onus,on|s
onward,cnwRd
onyx,anIks
oodles,udLz
ooze,uz
oozy,uzi
opal,opL
opalescent,opxlEsNt
opaque,opek
ope,op
open,opxn
opener,opxnX
openhanded,opxnh@nd|d
opening,opxnIG
openwork,opxnwRk
opera,apXx
operable,apXxbL
operate,apXet
operatic,apX@tIk
operation,apXeS|n
operative,apX|tIv
operetta,apXEtx
ophthalmic,afT@lmIk
ophthalmology,afT@lmalxJi
opiate,opixt
opine,opYn
opinion,xpInyxn
opium,opixm
opossum,xpasM
opponent,xpon|nt
opportune,apXtun
oppose,xpoz
opposite,apxz|t
opposition,apxzIS|n
oppress,xprEs
oppression,xprES|n
opprobrious,xprobrixs
opt,apt
optic,aptIk
optical,aptIkL
optician,aptIS|n
optics,aptIks
optimal,aptxmL
optimism,aptxmIzM
optimistic,aptxmIstIk
optimum,aptxmxm
option,apS|n
optometry,aptamxtri
opulent,apyUlxnt
opus,opxs
oracle,crxkL
oracular,or@kyUlX
oral,orL
orange,crInJ
orangeade,crInJed
orangery,orInJri
orangutan,xr@Gxt@G
orate,oret
oration,oreS|n
orator,crxtX
oratorical,crxtcrIkL
oratorio,crxtorio
oratory,crxtori
orb,orb
orbicular,orbIkyUlX
orbit,orbxt
orchard,orCXd
orchestra,ork|strx
orchestral,orkEstrL
orchestrate,ork|stret
orchestration,ork|streS|n
orchid,ork|d
ordain,orden
ordeal,ordil
order,ordX
orderly,ordXli
ordinal,ordNL
ordinance,ord|n|ns
ordinarily,ordNErxli
ordinary,ordNEri
ordination,ordNeS|n
ordnance,ordN|ns
ordure,orJX
organ,org|n
organdie,orgxndi
organic,org@nIk
organism,org|nIzM
organist,org|n|st
organization,org|n|zeS|n
organize,org|nYz
organza,org@nzx
orgasm,org@zM
orgiastic,orJi@stIk
orgulous,orgyUlxs
orgy,orJi
oriel,oriL
orient,orixnt
oriental,oriEntL
orientation,orixnteS|n
orifice,crxfxs
oriflamme,crxfl@m
origami,crIgami
origin,cr|J|n
original,orIJ|nL
originate,XIJ|net
oriole,oriol
orison,crxs|n
ormolu,ormxlu
ornament,ornxmxnt
ornamental,ornxmEntL
ornamentation,ornxmxnteS|n
ornate,ornet
ornery,ornXi
ornithology,ornxTalxJi
orotund,crxt^nd
orphan,orfxn
orphanage,orfxnIJ
orris,cr|s
orthodontia,orTxdanCx
orthodox,orTxdaks
orthoepy,orTxwEpi
orthographic,orTxgr@fIk
orthography,orTagrxfi
orthopedics,orTxpidIks
ortolan,ortLxn
oscillate,asxlet
oscillation,asxleS|n
oscillator,asxletX
oscillatory,asIl|tori
oscilloscope,xsIl|skop
osculate,askyUlet
osculation,askyUleS|n
osier,oZX
osmium,azmixm
osmosis,asmos|s
osprey,aspri
ossification,asxfxkeS|n
ossify,asxfY
ossuary,aSUEri
ostensible,astEnsxbL
ostentation,ast|nteS|n
osteopath,astixp@T
osteopathic,astixp@TIk
osteopathy,astiapxTi
ostracize,astr|sYz
ostrich,astrIC
other,^DX
otiose,oSios
otter,atX
ottoman,atxmxn
oubliette,ubliEt
ounce,Wns
ours,Wrz
ourselves,WrsElvz
oust,Wst
ouster,WstX
out,Wt
outbalance,Wtb@l|ns
outboard,Wtbord
outbound,WtbWnd
outbreak,Wtbrek
outbuilding,WtbIdIG
outburst,WtbRst
outcast,Wtk@st
outclass,Wtkl@s
outcome,Wtk^m
outcrop,Wtkrap
outcry,WtkrY
outdated,Wtdet|d
outdoor,Wtdor
outdoors,Wtdorz
outer,WtX
outface,Wtfes
outfield,Wtfild
outfight,WtfYt
outfit,WtfIt
outflank,Wtfl@Gk
outflow,Wtflo
outfox,Wtfaks
outgeneral,WtJEnxrL
outgo,Wtgo
outgoing,WtgoIG
outgrow,Wtgro
outgrowth,WtgroT
outguess,WtgEs
outhouse,WthWs
outing,WtIG
outlandish,Wtl@ndIS
outlaw,Wtlc
outlay,Wtle
outlive,WtlIv
outlook,WtlUk
outmaneuver,WtmxnuvX
outmoded,Wtmod|d
outpatient,WtpeS|nt
outplay,Wtple
outpoint,WtpOnt
outpost,Wtpost
outrage,WtreJ
outrageous,WtreJ|s
outrank,Wtr@Gk
outre,utre
outreach,WtriC
outrider,WtrYdX
outright,WtrYt
outrun,Wtr^n
outset,WtsEt
outshine,WtSYn
outside,WtsYd
outsider,WtsYdX
outsize,WtsYz
outsmart,Wtsmart
outspread,WtsprEd
outstanding,Wtst@ndIG
outstay,Wtste
outward,WtwXd
outwear,WtwEr
outwork,WtwRk
outworn,Wtworn
oval,ovL
ovarian,ov@rixn
ovary,ovXi
ovation,oveS|n
oven,^vxn
over,ovX
overact,ovX@kt
overage,ovXeJ
overall,ovXcl
overalls,ovXclz
overarm,ovXarm
overawe,ovXc
overboard,ovXbord
overburden,ovXbRdN
overcast,ovXk@st
overcharge,ovXCarJ
overcloud,ovXklWd
overcoat,ovXkot
overcome,ovXk^m
overdraft,ovXdr@ft
overexpose,ovXIkspoz
overflow,ovXflo
overgrow,ovXgro
overhand,ovXh@nd
overhang,ovXh@G
overhaul,ovXhcl
overhead,ovXhEd
overhear,ovXhIr
overjoy,ovXJO
overkill,ovXkIl
overland,ovXl@nd
overlap,ovXl@p
overlay,ovXle
overleap,ovXlip
overlook,ovXlUk
overlord,ovXlord
overly,ovXli
overmaster,ovXm@stX
overpass,ovXp@s
overplay,ovXple
overreach,ovXriC
overseas,ovXsiz
overseer,ovXsIr
overshadow,ovXS@do
overshoe,ovXSu
overshoot,ovXSut
oversight,ovXsYt
oversize,ovXsYz
overt,ovRt
overtake,ovXtek
overthrow,ovXTro
overtime,ovXtYm
overtone,ovXton
overtop,ovXtap
overtrick,ovXtrIk
overture,ovXCUr
overturn,ovXtRn
overwrought,ovXrct
oviparous,ovIpxrxs
ovoid,ovOd
ovule,ovyUl
ovum,ovM
owl,Wl
owlet,Wl|t
owlish,WlIS
own,on
ownership,onXSIp
ox,aks
oxblood,aksbl^d
oxen,aks|n
oxford,aksfXd
oxidation,aksxdeS|n
oxide,aksYd
oxidize,aksxdYz
oxyacetylene,aksi|sEtLxn
oxygen,aksIJ|n
oyster,OstX
ozone,ozon
p,pi
pa,pa
pabulum,p@blxm
pace,pes
pacemaker,pesmekX
pacer,pesX
pachyderm,p@kIdRm
pachysandra,p@kxs@ndrx
pacific,pxsIfIk
pacification,p@sxfxkeS|n
pacifier,p@sxfYX
pacify,p@sxfY
pack,p@k
package,p@kIJ
packer,p@kX
packet,p@k|t
packsaddle,p@ks@dL
pact,p@kt
pad,p@d
padding,p@dIG
paddle,p@dL
paddock,p@dxk
paddy,p@di
padlock,p@dlak
padre,padre
paean,pian
pagan,peg|n
page,peJ
pageant,p@J|nt
pageboy,peJbO
pagination,p@J|neS|n
pagoda,pxgodx
paid,ped
pail,pel
pain,pen
painstaking,penstekIG
paint,pent
pair,pEr
paisley,pezli
pajamas,pxJamxz
Pakistani,p@kxst@ni
pal,p@l
palace,p@lxs
paladin,p@lxd|n
palaestra,pxlEstrx
palanquin,p@lxnkin
palatable,p@l|txbL
palate,p@l|t
palatial,pxleSL
palatinate,pxl@tNxt
palatine,p@l|tYn
palaver,pxl@vX
paleface,pelfes
paleography,peliagrxfi
paleontology,peliantalxJi
palfrey,pclfri
palimpsest,p@lxmpsEst
palindrome,p@l|ndrom
paling,pelIG
palinode,p@lxnod
palisade,p@l|sed
pall,pcl
palladium,pxledixm
pallbearer,pclb@rX
pallet,p@lxt
palliate,p@liet
palliation,p@lieS|n
palliative,p@lietIv
pallid,p@lxd
pallor,p@lX
palm,pam
palmate,p@lmet
palmer,pamX
palmetto,p@lmEto
palmistry,pamxstri
palmy,pami
palomino,p@lxmino
palpable,p@lpxbL
palpate,p@lpet
palpation,p@lpeS|n
palpitate,p@lpxtet
palpitation,p@lpxteS|n
palsy,pclzi
palter,pcltX
pampa,p@mpx
pamper,p@mpX
pamphlet,p@mfl|t
pamphleteer,p@mfl|tIr
pan,p@n
panacea,p@n|six
panache,pxn@S
panama,p@nxma
panatela,p@n|tElx
pancake,p@nkek
panchromatic,p@nkrom@tIk
pancreas,p@Gkrixs
pancreatic,p@Gkri@tIk
panda,p@ndx
pandemic,p@ndEmIk
Pandemonium,p@ndxmonixm
pander,p@ndX
pandowdy,p@ndWdi
panegyric,p@nxJIrIk
panel,p@nL
panelist,p@nLxst
pang,p@G
panhandle,p@nh@ndL
panic,p@nIk
panicle,p@nIkL
panjandrum,p@nJ@ndrxm
pannier,p@nyX
pannikin,p@nIkxn
panoply,p@nxpli
panorama,p@nX@mx
pansy,p@nzi
pant,p@nt
pantaloons,p@ntxlunz
pantheism,p@nTiIzM
pantheistic,p@nTiIstIk
pantheon,p@nTian
panther,p@nTX
pantomime,p@ntxmYm
pantomimic,p@ntxmImIk
pantry,p@ntri
pants,p@ns
panty,p@nti
pap,p@p
papa,papx
papacy,pepxsi
papal,pepL
papaw,pxpc
papaya,pxpYx
paper,pepX
paperback,pepXb@k
papery,pepXi
papilla,pxpIlx
papillary,p@pxlEri
papillote,papiyot
papist,pep|st
papoose,p@pus
paprika,p@prikx
papyrus,pxpYr|s
par,par
para,parx
parable,p@rxbL
parabola,pX@bLx
parabolic,p@rxbalIk
parachute,p@rxSut
parade,pXed
paradigm,p@rxdYm
paradise,p@rxdYs
paradisiacal,p@rxdxsYxkL
paradox,p@rxdaks
paradoxical,p@rxdaksIkL
paraffin,p@rxfxn
paragon,p@rxgan
paragraph,p@rxgr@f
parallax,p@rxl@ks
parallel,p@rxlEl
parallelogram,p@rxlElxgr@m
paralysis,pX@l|s|s
paralytic,p@rxlItIk
paralyze,p@rxlYz
parameter,pX@mxtX
paramount,p@rxmWnt
paramour,p@rxmUr
paranoia,p@rxnOx
paranoid,p@rxnOd
parapet,p@rxpxt
paraphernalia,p@rxfXnelyx
paraphrase,p@rxfrez
paraplegia,p@rxpliJix
parasite,p@r|sYt
parasitic,p@r|sItIk
parasitism,p@rxsYtIzM
parasol,p@r|scl
parathion,p@rxTYan
paratrooper,p@rxtrupX
paratyphoid,p@rxtYfOd
parboil,parbOl
parcel,parsL
parch,parC
parchment,parCmxnt
pard,pard
pardon,pardN
pardonable,pardNxbL
pardoner,pardnX
paregoric,p@rxgcrIk
parent,p@rxnt
parental,pXEntL
parenthesis,pXEnT|s|s
parenthetic,p@rxnTEtIk
parenthood,p@rxnthUd
paresis,pXis|s
parfait,parfe
pariah,pxrYx
parietal,pxrYxtL
paring,p@rIG
parish,p@rIS
parishioner,pXIS|nX
parity,p@rxti
park,park
parka,parkx
parkway,parkwe
parlance,parlxns
parlay,parle
parley,parli
parliament,parlxmxnt
parliamentarian,parlxmEntErixn
parliamentary,parlxmEntXi
parlor,parlX
parlous,parlxs
Parmesan,parmxzan
parochial,pXokiL
parody,p@rxdi
parole,pXol
paroxysm,p@rxksIzM
paroxysmal,p@rxksIzmL
parquet,parke
parquetry,parkxtri
parrakeet,p@rxkit
parricide,p@rxsYd
parrot,p@rxt
parry,p@ri
parse,pars
parsimonious,parsxmonixs
parsimony,parsxmoni
parsley,parsli
parsnip,parsnxp
parson,parsN
parsonage,parsNIJ
part,part
partake,partek
parterre,partEr
parthenogenesis,parT|noJEn|s|s
partial,parSL
partiality,parSi@l|ti
partially,parSLi
partible,partxbL
participate,partIsxpet
participial,part|sIpiL
participle,part|sIpL
particle,partIkL
particular,pXtIkyUlX
particularize,pXtIkyUlXYz
parting,partIG
partition,pXtIS|n
partitive,part|tIv
partizan,part|z|n
partly,partli
partner,partnX
partridge,partrIJ
parturition,partxrIS|n
party,parti
parvenu,parvxnu
pasha,paSx
pass,p@s
passable,p@sxbL
passage,p@sIJ
passbook,p@sbUk
passe,p@se
passel,p@sL
passenger,p@sNJX
passerby,p@sXbY
passerine,p@sxrYn
passim,p@sxm
passing,p@sIG
passion,p@S|n
passionate,p@S|n|t
passive,p@sIv
passivity,p@sIvxti
passkey,p@ski
Passover,p@sovX
passport,p@sport
past,p@st
pasta,pastx
paste,pest
pasteboard,pestbord
pastel,p@stEl
pastern,p@stXn
pasteurization,p@sCXxzeS|n
pasteurize,p@sCXYz
pastiche,p@stiS
pastime,p@stYm
pastor,p@stX
pastoral,p@stXL
pastrami,pxstrami
pastry,pestri
pasturage,p@sCXIJ
pasture,p@sCX
pasty,p@sti
pat,p@t
patch,p@C
pate,pet
paten,p@tN
patent,p@tNt
patentee,p@tNti
paterfamilias,petXfxmIlixs
paternal,pxtRnL
paternity,pxtRn|ti
path,p@T
pathetic,pxTEtIk
pathfinder,p@TfYndX
pathogenic,p@TxJEnIk
pathological,p@TxlaJIkL
pathologist,pxTalxJ|st
pathology,pxTalxJi
pathos,peTas
pathway,p@Twe
patience,peS|ns
patina,p@t|nx
patio,p@tio
patois,p@twa
patriarch,petriark
patriarchal,petriarkL
patrician,pxtrIS|n
patrimonial,p@trxmoniL
patrimony,p@trxmoni
patriot,petri|t
patriotic,petriatIk
patriotism,petrixtIzM
patristic,pxtrIstIk
patrol,pxtrol
patron,petrxn
patronage,p@trxnIJ
patronize,petrxnYz
patronymic,p@trxnImIk
patroon,pxtrun
patsy,p@tsi
patter,p@tX
pattern,p@tXn
patty,p@ti
paucity,pcs|ti
paunch,pcnC
pauper,pcpX
pause,pcz
pave,pev
pavilion,pxvIlyxn
paving,pevIG
paw,pc
pawn,pcn
pay,pe
payable,pexbL
paycheck,peCEk
payee,pei
payer,peX
paymaster,pem@stX
payment,pemxnt
peace,pis
peacemaker,pismekX
peach,piC
peacock,pikak
peak,pik
peaked,pikt
peal,pil
peanut,pin^t
pearl,pRl
peasant,pEzNt
pease,piz
peashooter,piSutX
peat,pit
pebble,pEbL
pecan,pIkan
peccadillo,pEkadIlo
peccary,pEkxri
peccavi,pEkawi
peck,pEk
pectin,pEkt|n
pectoral,pEktXL
peculation,pEkyUleS|n
peculiar,pxkyulyX
pecuniary,pIkyuniEri
pedagog,pEdxgag
pedal,pEdL
pedant,pEdNt
pedantic,pxd@ntIk
pedantry,pEdNtri
pedestal,pEd|stL
pedestrian,pxdEstrixn
pediatrician,pidixtrIS|n
pediatrics,pidi@trIks
pedicab,pEdIk@b
pediment,pEdxmxnt
pedlar,pEdlX
pedometer,pIdamxtX
peduncle,pid^GkL
peen,pin
peep,pip
peephole,piphol
peer,pIr
peeve,piv
peevish,pivIS
peewee,piwi
peg,pEg
peignoir,penwar
pejorative,pIJcrxtIv
Pekingese,pik|niz
pelage,pElIJ
pelagic,pxl@JIk
pelf,pElf
pelican,pElIk|n
